,date,Subject,Phase,Feeder_Interval,Time,Location,Body_Position,Activity,Interaction,period,rel_time,action_cat,TimeToFeeding,Active,Feeder,Intervention
5111,2023-09-01,Minerva,Intervention Weekday,240,12:55:27,6,Sitting,Resting,,30,90,Inactive,150,0,False,True
5112,2023-09-01,Minerva,Intervention Weekday,240,12:55:42,6,Sitting,Resting,,45,105,Inactive,135,0,False,True
5113,2023-09-01,Minerva,Intervention Weekday,240,12:55:57,6,Sitting,Resting,,0,120,Inactive,120,0,False,True
5114,2023-09-01,Minerva,Intervention Weekday,240,12:56:12,6,Sitting,Resting,,15,135,Inactive,105,0,False,True
5115,2023-09-01,Minerva,Intervention Weekday,240,12:56:27,6,Sitting,Resting,,30,150,Inactive,90,0,False,True
5116,2023-09-01,Minerva,Intervention Weekday,240,12:56:42,6,Sitting,Resting,,45,165,Inactive,75,0,False,True
5117,2023-09-01,Minerva,Intervention Weekday,240,12:56:57,6,Sitting,Resting,,0,180,Inactive,60,0,False,True
5118,2023-09-01,Minerva,Intervention Weekday,240,12:57:12,6,Sitting,Resting,,15,195,Inactive,45,0,False,True
5119,2023-09-01,Minerva,Intervention Weekday,240,12:57:27,6,Sitting,Resting,,30,210,Inactive,30,0,False,True
5120,2023-09-01,Minerva,Intervention Weekday,240,12:57:42,5,Sitting,Eating,,45,225,Active,15,1,False,True
5121,2023-09-01,Minerva,Intervention Weekday,240,12:57:57,5,Sitting,Eating,,0,240,Active,0,1,False,True
5122,2023-09-01,Minerva,Intervention Weekday,240,12:58:12,5,Sitting,Resting,,15,0,Inactive,240,0,False,True
5123,2023-09-01,Minerva,Intervention Weekday,240,12:58:27,5,Sitting,Resting,,30,15,Inactive,225,0,False,True
5124,2023-09-01,Minerva,Intervention Weekday,240,12:58:42,5,Sitting,Resting,,45,30,Inactive,210,0,False,True
5125,2023-09-01,Minerva,Intervention Weekday,240,12:58:57,5,Sitting,Resting,,0,45,Inactive,195,0,False,True
5126,2023-09-01,Minerva,Intervention Weekday,240,12:59:12,5,Sitting,Resting,,15,60,Inactive,180,0,False,True
5127,2023-09-01,Minerva,Intervention Weekday,240,12:59:27,5,Sitting,Resting,,30,75,Inactive,165,0,False,True
5128,2023-09-01,Minerva,Intervention Weekday,240,12:59:42,5,Sitting,Resting,,45,90,Inactive,150,0,False,True
5129,2023-09-01,Minerva,Intervention Weekday,240,12:59:57,5,Sitting,Resting,,0,105,Inactive,135,0,False,True
5130,2023-09-01,Minerva,Intervention Weekday,240,13:00:12,5,Sitting,Resting,,15,120,Inactive,120,0,False,True
5131,2023-09-01,Minerva,Intervention Weekday,240,13:00:27,5,Sitting,Resting,,30,135,Inactive,105,0,False,True
5132,2023-09-01,Minerva,Intervention Weekday,240,13:00:42,5,Sitting,Resting,,45,150,Inactive,90,0,False,True
5133,2023-09-01,Minerva,Intervention Weekday,240,13:00:57,5,Sitting,Resting,,0,165,Inactive,75,0,False,True
5134,2023-09-01,Minerva,Intervention Weekday,240,13:01:12,5,Sitting,Resting,,15,180,Inactive,60,0,False,True
5135,2023-09-01,Minerva,Intervention Weekday,240,13:01:27,5,Sitting,Resting,,30,195,Inactive,45,0,False,True
5136,2023-09-01,Minerva,Intervention Weekday,240,13:01:42,5,Sitting,Resting,,45,210,Inactive,30,0,False,True
5137,2023-09-01,Minerva,Intervention Weekday,240,13:01:57,5,Sitting,Eating,,0,225,Active,15,1,False,True
5138,2023-09-01,Minerva,Intervention Weekday,240,13:02:12,5,Sitting,Resting,,15,240,Inactive,0,0,False,True
5139,2023-09-01,Minerva,Intervention Weekday,240,13:02:27,5,Sitting,Resting,,30,0,Inactive,240,0,False,True
5140,2023-09-01,Minerva,Intervention Weekday,240,13:02:42,5,Sitting,Resting,,45,15,Inactive,225,0,False,True
5141,2023-09-01,Minerva,Intervention Weekday,240,13:02:57,5,Sitting,Resting,,0,30,Inactive,210,0,False,True
5142,2023-09-01,Minerva,Intervention Weekday,240,13:03:12,5,Sitting,Resting,,15,45,Inactive,195,0,False,True
5143,2023-09-01,Minerva,Intervention Weekday,240,13:03:27,5,Sitting,Resting,,30,60,Inactive,180,0,False,True
5144,2023-09-01,Minerva,Intervention Weekday,240,13:03:42,5,Sitting,Resting,,45,75,Inactive,165,0,False,True
5145,2023-09-01,Minerva,Intervention Weekday,240,13:03:57,5,Sitting,Resting,,0,90,Inactive,150,0,False,True
5146,2023-09-01,Minerva,Intervention Weekday,240,13:04:12,5,Sitting,Resting,,15,105,Inactive,135,0,False,True
5147,2023-09-01,Minerva,Intervention Weekday,240,13:04:27,5,Sitting,Resting,,30,120,Inactive,120,0,False,True
5148,2023-09-01,Minerva,Intervention Weekday,240,13:04:42,5,Sitting,Resting,,45,135,Inactive,105,0,False,True
5149,2023-09-01,Minerva,Intervention Weekday,240,13:04:57,5,Sitting,Resting,,0,150,Inactive,90,0,False,True
5150,2023-09-01,Minerva,Intervention Weekday,240,13:05:12,5,Sitting,Resting,,15,165,Inactive,75,0,False,True
5151,2023-09-01,Minerva,Intervention Weekday,240,13:05:27,5,Sitting,Resting,,30,180,Inactive,60,0,False,True
5152,2023-09-01,Minerva,Intervention Weekday,240,13:05:42,5,Sitting,Resting,,45,195,Inactive,45,0,False,True
5153,2023-09-01,Minerva,Intervention Weekday,240,13:05:57,5,Sitting,Eating,,0,210,Active,30,1,False,True
5154,2023-09-01,Minerva,Intervention Weekday,240,13:06:12,6,Standing,Locomotion,,15,225,Active,15,1,False,True
5157,2023-09-01,Minerva,Intervention Weekday,240,13:06:57,5,Standing,Pause,,0,15,Inactive,225,0,False,True
5158,2023-09-01,Minerva,Intervention Weekday,240,13:07:12,5,Sitting,Resting,,15,30,Inactive,210,0,False,True
5159,2023-09-01,Minerva,Intervention Weekday,240,13:07:27,5,Sitting,Resting,,30,45,Inactive,195,0,False,True
5160,2023-09-01,Minerva,Intervention Weekday,240,13:07:42,5,Sitting,Resting,,45,60,Inactive,180,0,False,True
5161,2023-09-01,Minerva,Intervention Weekday,240,13:07:57,5,Sitting,Resting,,0,75,Inactive,165,0,False,True
5162,2023-09-01,Minerva,Intervention Weekday,240,13:08:12,5,Sitting,Resting,,15,90,Inactive,150,0,False,True
5163,2023-09-01,Minerva,Intervention Weekday,240,13:08:27,5,Sitting,Resting,,30,105,Inactive,135,0,False,True
5164,2023-08-28,Minerva,Intervention Weekday,240,11:16:07,5,Sitting,Eating,,0,0,Active,240,1,False,True
5165,2023-08-28,Minerva,Intervention Weekday,240,11:16:22,5,Sitting,Resting,,15,15,Inactive,225,0,False,True
5166,2023-08-28,Minerva,Intervention Weekday,240,11:16:37,5,Sitting,Resting,,30,30,Inactive,210,0,False,True
5167,2023-08-28,Minerva,Intervention Weekday,240,11:16:52,5,Sitting,Resting,,45,45,Inactive,195,0,False,True
5168,2023-08-28,Minerva,Intervention Weekday,240,11:17:07,5,Sitting,Resting,,0,60,Inactive,180,0,False,True
5169,2023-08-28,Minerva,Intervention Weekday,240,11:17:22,5,Sitting,Resting,,15,75,Inactive,165,0,False,True
5170,2023-08-28,Minerva,Intervention Weekday,240,11:17:37,5,Sitting,Resting,,30,90,Inactive,150,0,False,True
5171,2023-08-28,Minerva,Intervention Weekday,240,11:17:52,5,Sitting,Resting,,45,105,Inactive,135,0,False,True
5172,2023-08-28,Minerva,Intervention Weekday,240,11:18:07,5,Sitting,Resting,,0,120,Inactive,120,0,False,True
5173,2023-08-28,Minerva,Intervention Weekday,240,11:18:22,5,Sitting,Resting,,15,135,Inactive,105,0,False,True
5174,2023-08-28,Minerva,Intervention Weekday,240,11:18:37,5,Sitting,Resting,,30,150,Inactive,90,0,False,True
5175,2023-08-28,Minerva,Intervention Weekday,240,11:18:52,5,Sitting,Resting,,45,165,Inactive,75,0,False,True
5176,2023-08-28,Minerva,Intervention Weekday,240,11:19:07,5,Sitting,Resting,,0,180,Inactive,60,0,False,True
5177,2023-08-28,Minerva,Intervention Weekday,240,11:19:22,5,Sitting,Resting,,15,195,Inactive,45,0,False,True
5178,2023-08-28,Minerva,Intervention Weekday,240,11:19:37,5,Sitting,Resting,,30,210,Inactive,30,0,False,True
5179,2023-08-28,Minerva,Intervention Weekday,240,11:19:52,5,Standing,Eating,,45,225,Active,15,1,False,True
5180,2023-08-28,Minerva,Intervention Weekday,240,11:20:07,5,Sitting,Resting,,0,240,Inactive,0,0,False,True
5181,2023-08-28,Minerva,Intervention Weekday,240,11:20:22,5,Sitting,Resting,,15,0,Inactive,240,0,False,True
5182,2023-08-28,Minerva,Intervention Weekday,240,11:20:37,5,Sitting,Resting,,30,15,Inactive,225,0,False,True
5183,2023-08-28,Minerva,Intervention Weekday,240,11:20:52,5,Sitting,Resting,,45,30,Inactive,210,0,False,True
5184,2023-08-28,Minerva,Intervention Weekday,240,11:21:07,5,Sitting,Resting,,0,45,Inactive,195,0,False,True
5185,2023-08-28,Minerva,Intervention Weekday,240,11:21:22,5,Sitting,Resting,,15,60,Inactive,180,0,False,True
5186,2023-08-28,Minerva,Intervention Weekday,240,11:21:37,5,Sitting,Resting,,30,75,Inactive,165,0,False,True
5187,2023-08-28,Minerva,Intervention Weekday,240,11:21:52,5,Sitting,Resting,,45,90,Inactive,150,0,False,True
5188,2023-08-28,Minerva,Intervention Weekday,240,11:22:07,5,Sitting,Resting,,0,105,Inactive,135,0,False,True
5189,2023-08-28,Minerva,Intervention Weekday,240,11:22:22,5,Sitting,Resting,,15,120,Inactive,120,0,False,True
5190,2023-08-28,Minerva,Intervention Weekday,240,11:22:37,5,Sitting,Resting,,30,135,Inactive,105,0,False,True
5191,2023-08-28,Minerva,Intervention Weekday,240,11:22:52,5,Sitting,Resting,,45,150,Inactive,90,0,False,True
5192,2023-08-28,Minerva,Intervention Weekday,240,11:23:07,5,Sitting,Resting,,0,165,Inactive,75,0,False,True
5193,2023-08-28,Minerva,Intervention Weekday,240,11:23:22,5,Sitting,Resting,,15,180,Inactive,60,0,False,True
5194,2023-08-28,Minerva,Intervention Weekday,240,11:23:37,5,Sitting,Resting,,30,195,Inactive,45,0,False,True
5195,2023-08-28,Minerva,Intervention Weekday,240,11:23:52,5,Sitting,Resting,,45,210,Inactive,30,0,False,True
5196,2023-08-28,Minerva,Intervention Weekday,240,11:24:07,5,Sitting,Eating,,0,225,Active,15,1,False,True
5197,2023-08-28,Minerva,Intervention Weekday,240,11:24:22,3,Standing,Locomotion,,15,240,Active,0,1,False,True
5198,2023-08-28,Minerva,Intervention Weekday,240,11:24:37,5,Sitting,Resting,,30,0,Inactive,240,0,False,True
5199,2023-08-28,Minerva,Intervention Weekday,240,11:24:52,5,Sitting,Resting,,45,15,Inactive,225,0,False,True
5200,2023-08-28,Minerva,Intervention Weekday,240,11:25:07,5,Sitting,Resting,,0,30,Inactive,210,0,False,True
5201,2023-08-28,Minerva,Intervention Weekday,240,11:25:22,5,Sitting,Resting,,15,45,Inactive,195,0,False,True
5202,2023-08-28,Minerva,Intervention Weekday,240,11:25:37,5,Sitting,Resting,,30,60,Inactive,180,0,False,True
5203,2023-08-28,Minerva,Intervention Weekday,240,11:25:52,5,Sitting,Resting,,45,75,Inactive,165,0,False,True
5204,2023-08-28,Minerva,Intervention Weekday,240,11:26:07,5,Sitting,Resting,,0,90,Inactive,150,0,False,True
5205,2023-08-28,Minerva,Intervention Weekday,240,11:26:22,5,Sitting,Resting,,15,105,Inactive,135,0,False,True
5206,2023-08-28,Minerva,Intervention Weekday,240,11:26:37,5,Sitting,Resting,,30,120,Inactive,120,0,False,True
5207,2023-08-28,Minerva,Intervention Weekday,240,11:26:52,5,Sitting,Resting,,45,135,Inactive,105,0,False,True
5208,2023-08-28,Minerva,Intervention Weekday,240,11:27:07,5,Sitting,Resting,,0,150,Inactive,90,0,False,True
5209,2023-08-28,Minerva,Intervention Weekday,240,11:27:22,5,Sitting,Resting,,15,165,Inactive,75,0,False,True
5210,2023-08-28,Minerva,Intervention Weekday,240,11:27:37,5,Sitting,Resting,,30,180,Inactive,60,0,False,True
5211,2023-08-28,Minerva,Intervention Weekday,240,11:27:52,5,Sitting,Resting,,45,195,Inactive,45,0,False,True
5212,2023-08-28,Minerva,Intervention Weekday,240,11:28:07,5,Sitting,Eating,,0,210,Active,30,1,False,True
5213,2023-08-28,Minerva,Intervention Weekday,240,11:28:22,5,Sitting,Resting,,15,225,Inactive,15,0,False,True
5214,2023-08-28,Minerva,Intervention Weekday,240,11:28:37,5,Sitting,Resting,,30,240,Inactive,0,0,False,True
5215,2023-08-28,Minerva,Intervention Weekday,240,11:28:52,5,Sitting,Resting,,45,0,Inactive,240,0,False,True
5216,2023-08-28,Minerva,Intervention Weekday,240,11:29:07,5,Sitting,Resting,,0,15,Inactive,225,0,False,True
5217,2023-08-28,Minerva,Intervention Weekday,240,11:29:22,5,Sitting,Resting,,15,30,Inactive,210,0,False,True
5218,2023-08-28,Minerva,Intervention Weekday,240,11:29:37,5,Sitting,Resting,,30,45,Inactive,195,0,False,True
5219,2023-08-28,Minerva,Intervention Weekday,240,11:29:52,5,Sitting,Resting,,45,60,Inactive,180,0,False,True
5220,2023-08-28,Minerva,Intervention Weekday,240,11:30:07,5,Sitting,Resting,,0,75,Inactive,165,0,False,True
5221,2023-08-28,Minerva,Intervention Weekday,240,11:30:22,5,Sitting,Resting,,15,90,Inactive,150,0,False,True
5222,2023-08-28,Minerva,Intervention Weekday,240,11:30:37,5,Sitting,Resting,,30,105,Inactive,135,0,False,True
5223,2023-08-29,Minerva,Intervention Weekday,240,01:11:35,5,Sitting,Eating,,0,0,Active,240,1,False,True
5224,2023-08-29,Minerva,Intervention Weekday,240,01:11:50,5,Sitting,Resting,,15,15,Inactive,225,0,False,True
5225,2023-08-29,Minerva,Intervention Weekday,240,01:12:05,6,Standing,Locomotion,,30,30,Active,210,1,False,True
5226,2023-08-29,Minerva,Intervention Weekday,240,01:12:20,5,Sitting,Resting,,45,45,Inactive,195,0,False,True
5227,2023-08-29,Minerva,Intervention Weekday,240,01:12:35,5,Sitting,Resting,,0,60,Inactive,180,0,False,True
5228,2023-08-29,Minerva,Intervention Weekday,240,01:12:50,5,Sitting,Resting,,15,75,Inactive,165,0,False,True
5229,2023-08-29,Minerva,Intervention Weekday,240,01:13:05,5,Sitting,Resting,,30,90,Inactive,150,0,False,True
5230,2023-08-29,Minerva,Intervention Weekday,240,01:13:20,5,Sitting,Resting,,45,105,Inactive,135,0,False,True
5231,2023-08-29,Minerva,Intervention Weekday,240,01:13:35,5,Sitting,Resting,,0,120,Inactive,120,0,False,True
5232,2023-08-29,Minerva,Intervention Weekday,240,01:13:50,5,Sitting,Resting,,15,135,Inactive,105,0,False,True
5233,2023-08-29,Minerva,Intervention Weekday,240,01:14:05,5,Sitting,Resting,,30,150,Inactive,90,0,False,True
5234,2023-08-29,Minerva,Intervention Weekday,240,01:14:20,5,Sitting,Resting,,45,165,Inactive,75,0,False,True
5235,2023-08-29,Minerva,Intervention Weekday,240,01:14:35,5,Sitting,Resting,,0,180,Inactive,60,0,False,True
5236,2023-08-29,Minerva,Intervention Weekday,240,01:14:50,5,Sitting,Resting,,15,195,Inactive,45,0,False,True
5237,2023-08-29,Minerva,Intervention Weekday,240,01:15:05,5,Sitting,Resting,,30,210,Inactive,30,0,False,True
5238,2023-08-29,Minerva,Intervention Weekday,240,01:15:20,5,Sitting,Resting,,45,225,Inactive,15,0,False,True
5239,2023-08-29,Minerva,Intervention Weekday,240,01:15:35,5,Sitting,Eating,,0,240,Active,0,1,False,True
5240,2023-08-29,Minerva,Intervention Weekday,240,01:15:50,5,Sitting,Resting,,15,0,Inactive,240,0,False,True
5241,2023-08-29,Minerva,Intervention Weekday,240,01:16:05,5,Sitting,Resting,,30,15,Inactive,225,0,False,True
5242,2023-08-29,Minerva,Intervention Weekday,240,01:16:20,5,Sitting,Resting,,45,30,Inactive,210,0,False,True
5243,2023-08-29,Minerva,Intervention Weekday,240,01:16:35,5,Sitting,Resting,,0,45,Inactive,195,0,False,True
5244,2023-08-29,Minerva,Intervention Weekday,240,01:16:50,5,Sitting,Resting,,15,60,Inactive,180,0,False,True
5245,2023-08-29,Minerva,Intervention Weekday,240,01:17:05,5,Sitting,Resting,,30,75,Inactive,165,0,False,True
5246,2023-08-29,Minerva,Intervention Weekday,240,01:17:20,5,Sitting,Resting,,45,90,Inactive,150,0,False,True
5247,2023-08-29,Minerva,Intervention Weekday,240,01:17:35,5,Sitting,Resting,,0,105,Inactive,135,0,False,True
5248,2023-08-29,Minerva,Intervention Weekday,240,01:17:50,5,Sitting,Resting,,15,120,Inactive,120,0,False,True
5249,2023-08-29,Minerva,Intervention Weekday,240,01:18:05,5,Sitting,Resting,,30,135,Inactive,105,0,False,True
5250,2023-08-29,Minerva,Intervention Weekday,240,01:18:20,5,Sitting,Resting,,45,150,Inactive,90,0,False,True
5251,2023-08-29,Minerva,Intervention Weekday,240,01:18:35,5,Sitting,Resting,,0,165,Inactive,75,0,False,True
5252,2023-08-29,Minerva,Intervention Weekday,240,01:18:50,5,Sitting,Resting,,15,180,Inactive,60,0,False,True
5253,2023-08-29,Minerva,Intervention Weekday,240,01:19:05,5,Sitting,Resting,,30,195,Inactive,45,0,False,True
5254,2023-08-29,Minerva,Intervention Weekday,240,01:19:20,5,Sitting,Resting,,45,210,Inactive,30,0,False,True
5255,2023-08-29,Minerva,Intervention Weekday,240,01:19:35,5,Sitting,Resting,,0,225,Inactive,15,0,False,True
5256,2023-08-29,Minerva,Intervention Weekday,240,01:19:50,5,Standing,Pause,,15,240,Inactive,0,0,False,True
5257,2023-08-29,Minerva,Intervention Weekday,240,01:20:05,5,Sitting,Resting,,30,0,Inactive,240,0,False,True
5258,2023-08-29,Minerva,Intervention Weekday,240,01:20:20,5,Sitting,Resting,,45,15,Inactive,225,0,False,True
5259,2023-08-29,Minerva,Intervention Weekday,240,01:20:35,5,Sitting,Resting,,0,30,Inactive,210,0,False,True
5260,2023-08-29,Minerva,Intervention Weekday,240,01:20:50,5,Sitting,Resting,,15,45,Inactive,195,0,False,True
5261,2023-08-29,Minerva,Intervention Weekday,240,01:21:05,5,Sitting,Resting,,30,60,Inactive,180,0,False,True
5262,2023-08-29,Minerva,Intervention Weekday,240,01:21:20,5,Sitting,Resting,,45,75,Inactive,165,0,False,True
5263,2023-08-29,Minerva,Intervention Weekday,240,01:21:35,5,Sitting,Resting,,0,90,Inactive,150,0,False,True
5264,2023-08-29,Minerva,Intervention Weekday,240,01:21:50,5,Sitting,Resting,,15,105,Inactive,135,0,False,True
5265,2023-08-29,Minerva,Intervention Weekday,240,01:22:05,5,Sitting,Resting,,30,120,Inactive,120,0,False,True
5266,2023-08-29,Minerva,Intervention Weekday,240,01:22:20,5,Sitting,Resting,,45,135,Inactive,105,0,False,True
5267,2023-08-29,Minerva,Intervention Weekday,240,01:22:35,5,Sitting,Resting,,0,150,Inactive,90,0,False,True
5268,2023-08-29,Minerva,Intervention Weekday,240,01:22:50,5,Sitting,Resting,,15,165,Inactive,75,0,False,True
5269,2023-08-29,Minerva,Intervention Weekday,240,01:23:05,5,Sitting,Resting,,30,180,Inactive,60,0,False,True
5270,2023-08-29,Minerva,Intervention Weekday,240,01:23:20,5,Sitting,Resting,,45,195,Inactive,45,0,False,True
5271,2023-08-29,Minerva,Intervention Weekday,240,01:23:35,5,Sitting,Eating,,0,210,Active,30,1,False,True
5272,2023-08-29,Minerva,Intervention Weekday,240,01:23:50,5,Sitting,Manipulating Object,Feeder,15,225,Active,15,1,False,True
5273,2023-08-29,Minerva,Intervention Weekday,240,01:24:05,6,Standing,Manipulating Object,Fencing,30,240,Active,0,1,False,True
5274,2023-08-29,Minerva,Intervention Weekday,240,01:24:20,5,Sitting,Resting,,45,0,Inactive,240,0,False,True
5275,2023-08-29,Minerva,Intervention Weekday,240,01:24:35,5,Sitting,Resting,,0,15,Inactive,225,0,False,True
5276,2023-08-29,Minerva,Intervention Weekday,240,01:24:50,5,Sitting,Resting,,15,30,Inactive,210,0,False,True
5277,2023-08-29,Minerva,Intervention Weekday,240,01:25:05,5,Sitting,Resting,,30,45,Inactive,195,0,False,True
5278,2023-08-29,Minerva,Intervention Weekday,240,01:25:20,5,Sitting,Resting,,45,60,Inactive,180,0,False,True
5279,2023-08-29,Minerva,Intervention Weekday,240,01:25:35,5,Sitting,Resting,,0,75,Inactive,165,0,False,True
5280,2023-08-29,Minerva,Intervention Weekday,240,01:25:50,5,Sitting,Resting,,15,90,Inactive,150,0,False,True
5281,2023-08-29,Minerva,Intervention Weekday,240,01:26:05,5,Sitting,Resting,,30,105,Inactive,135,0,False,True
5282,2023-08-07,Minerva,Intervention Weekday,180,12:01:49,5,Standing,Locomotion,,0,0,Active,180,1,False,True
5283,2023-08-07,Minerva,Intervention Weekday,180,12:02:04,5,Sitting,Resting,,15,15,Inactive,165,0,False,True
5284,2023-08-07,Minerva,Intervention Weekday,180,12:02:19,6,Sitting,Resting,,30,30,Inactive,150,0,False,True
5285,2023-08-07,Minerva,Intervention Weekday,180,12:02:34,5,Sitting,Resting,,45,45,Inactive,135,0,False,True
5286,2023-08-07,Minerva,Intervention Weekday,180,12:02:49,5,Sitting,Resting,,0,60,Inactive,120,0,False,True
5287,2023-08-07,Minerva,Intervention Weekday,180,12:03:04,5,Sitting,Resting,,15,75,Inactive,105,0,False,True
5288,2023-08-07,Minerva,Intervention Weekday,180,12:03:19,5,Sitting,Resting,,30,90,Inactive,90,0,False,True
5289,2023-08-07,Minerva,Intervention Weekday,180,12:03:34,5,Sitting,Resting,,45,105,Inactive,75,0,False,True
5290,2023-08-07,Minerva,Intervention Weekday,180,12:03:49,5,Sitting,Resting,,0,120,Inactive,60,0,False,True
5291,2023-08-07,Minerva,Intervention Weekday,180,12:04:04,5,Sitting,Resting,,15,135,Inactive,45,0,False,True
5292,2023-08-07,Minerva,Intervention Weekday,180,12:04:19,5,Sitting,Grooming,,30,150,Active,30,1,False,True
5293,2023-08-07,Minerva,Intervention Weekday,180,12:04:34,5,Sitting,Eating,,45,165,Active,15,1,False,True
5294,2023-08-07,Minerva,Intervention Weekday,180,12:04:49,5,Standing,Pause,,0,180,Inactive,0,0,False,True
5295,2023-08-07,Minerva,Intervention Weekday,180,12:05:04,6,Standing,Locomotion,,15,0,Active,180,1,False,True
5296,2023-08-07,Minerva,Intervention Weekday,180,12:05:19,6,Sitting,Resting,,30,15,Inactive,165,0,False,True
5297,2023-08-07,Minerva,Intervention Weekday,180,12:05:34,4,Sitting,Resting,,45,30,Inactive,150,0,False,True
5298,2023-08-07,Minerva,Intervention Weekday,180,12:05:49,5,Sitting,Resting,,0,45,Inactive,135,0,False,True
5299,2023-08-07,Minerva,Intervention Weekday,180,12:06:04,5,Sitting,Resting,,15,60,Inactive,120,0,False,True
5300,2023-08-07,Minerva,Intervention Weekday,180,12:06:19,5,Sitting,Resting,,30,75,Inactive,105,0,False,True
5301,2023-08-07,Minerva,Intervention Weekday,180,12:06:34,5,Sitting,Resting,,45,90,Inactive,90,0,False,True
5302,2023-08-07,Minerva,Intervention Weekday,180,12:06:49,5,Sitting,Resting,,0,105,Inactive,75,0,False,True
5303,2023-08-07,Minerva,Intervention Weekday,180,12:07:04,5,Sitting,Resting,,15,120,Inactive,60,0,False,True
5304,2023-08-07,Minerva,Intervention Weekday,180,12:07:19,5,Sitting,Resting,,30,135,Inactive,45,0,False,True
5305,2023-08-07,Minerva,Intervention Weekday,180,12:07:34,5,Sitting,Eating,,45,150,Active,30,1,False,True
5306,2023-08-07,Minerva,Intervention Weekday,180,12:07:49,4,Standing,Locomotion,,0,165,Active,15,1,False,True
5307,2023-08-07,Minerva,Intervention Weekday,180,12:08:04,5,Sitting,Resting,,15,180,Inactive,0,0,False,True
5308,2023-08-07,Minerva,Intervention Weekday,180,12:08:19,5,Sitting,Resting,,30,0,Inactive,180,0,False,True
5309,2023-08-07,Minerva,Intervention Weekday,180,12:08:34,5,Sitting,Resting,,45,15,Inactive,165,0,False,True
5310,2023-08-07,Minerva,Intervention Weekday,180,12:08:49,5,Sitting,Resting,,0,30,Inactive,150,0,False,True
5311,2023-08-07,Minerva,Intervention Weekday,180,12:09:04,5,Sitting,Resting,,15,45,Inactive,135,0,False,True
5312,2023-08-07,Minerva,Intervention Weekday,180,12:09:19,5,Sitting,Resting,,30,60,Inactive,120,0,False,True
5313,2023-08-07,Minerva,Intervention Weekday,180,12:09:34,5,Sitting,Resting,,45,75,Inactive,105,0,False,True
5314,2023-08-07,Minerva,Intervention Weekday,180,12:09:49,5,Sitting,Resting,,0,90,Inactive,90,0,False,True
5315,2023-08-07,Minerva,Intervention Weekday,180,12:10:04,5,Sitting,Resting,,15,105,Inactive,75,0,False,True
5316,2023-08-07,Minerva,Intervention Weekday,180,12:10:19,5,Sitting,Resting,,30,120,Inactive,60,0,False,True
5317,2023-08-07,Minerva,Intervention Weekday,180,12:10:34,5,Sitting,Resting,,45,135,Inactive,45,0,False,True
5318,2023-08-07,Minerva,Intervention Weekday,180,12:10:49,6,Sitting,Drinking,,0,150,Active,30,1,False,True
5319,2023-08-07,Minerva,Intervention Weekday,180,12:11:04,6,Sitting,Drinking,,15,165,Active,15,1,False,True
5320,2023-08-07,Minerva,Intervention Weekday,180,12:11:19,5,Sitting,Resting,,30,180,Inactive,0,0,False,True
5321,2023-08-07,Minerva,Intervention Weekday,180,12:11:34,5,Sitting,Resting,,45,0,Inactive,180,0,False,True
5322,2023-08-07,Minerva,Intervention Weekday,180,12:11:49,5,Sitting,Resting,,0,15,Inactive,165,0,False,True
5323,2023-08-07,Minerva,Intervention Weekday,180,12:12:04,5,Standing,Locomotion,,15,30,Active,150,1,False,True
5324,2023-08-07,Minerva,Intervention Weekday,180,12:12:19,5,Sitting,Resting,,30,45,Inactive,135,0,False,True
5325,2023-08-07,Minerva,Intervention Weekday,180,12:12:34,5,Sitting,Resting,,45,60,Inactive,120,0,False,True
5326,2023-08-07,Minerva,Intervention Weekday,180,12:12:49,4,Sitting,Resting,,0,75,Inactive,105,0,False,True
5327,2023-08-07,Minerva,Intervention Weekday,180,12:13:04,4,Sitting,Resting,,15,90,Inactive,90,0,False,True
5328,2023-08-07,Minerva,Intervention Weekday,180,12:13:19,4,Sitting,Resting,,30,105,Inactive,75,0,False,True
5329,2023-08-07,Minerva,Intervention Weekday,180,12:13:34,6,Standing,Locomotion,,45,120,Active,60,1,False,True
5330,2023-08-07,Minerva,Intervention Weekday,180,12:13:49,5,Sitting,Eating,,0,135,Active,45,1,False,True
5331,2023-08-07,Minerva,Intervention Weekday,180,12:14:04,5,Sitting,Resting,,15,150,Inactive,30,0,False,True
5332,2023-08-07,Minerva,Intervention Weekday,180,12:14:19,6,Sitting,Resting,,30,165,Inactive,15,0,False,True
5333,2023-08-07,Minerva,Intervention Weekday,180,12:14:34,5,Sitting,Resting,,45,180,Inactive,0,0,False,True
5334,2023-08-07,Minerva,Intervention Weekday,180,12:14:49,5,Sitting,Resting,,0,0,Inactive,180,0,False,True
5335,2023-08-07,Minerva,Intervention Weekday,180,12:15:04,5,Sitting,Resting,,15,15,Inactive,165,0,False,True
5336,2023-08-07,Minerva,Intervention Weekday,180,12:15:19,5,Sitting,Resting,,30,30,Inactive,150,0,False,True
5337,2023-08-07,Minerva,Intervention Weekday,180,12:15:34,5,Sitting,Resting,,45,45,Inactive,135,0,False,True
5338,2023-08-07,Minerva,Intervention Weekday,180,12:15:49,5,Sitting,Resting,,0,60,Inactive,120,0,False,True
5339,2023-08-07,Minerva,Intervention Weekday,180,12:16:04,5,Sitting,Resting,,15,75,Inactive,105,0,False,True
5340,2023-08-07,Minerva,Intervention Weekday,180,12:16:19,5,Sitting,Resting,,30,90,Inactive,90,0,False,True
